-0.531053	0.734521	0.370691
-0.458812	0.848074	0.160431
-0.739287	0.0744902	-0.64319
-0.874209	0.0191342	-0.446287
-0.889381	0.216612	-0.343786
0.694716	0.632861	0.29168
0.975057	-0.137354	0.0205614
0.701041	0.189171	0.665063
0.332781	0.1621	0.911825
0.97587	-0.070801	-0.113081
0.947697	-0.129987	-0.235042
0.772084	-0.187928	0.581251
0.0842084	0.514289	0.826842
0.846095	-0.319969	0.388411
0.658325	0.398673	0.612904
-0.591919	0.473497	-0.624854
-0.767798	0.439846	-0.42033
-0.744292	0.385556	-0.511738
-0.54775	0.764646	-0.274149
0.852243	-0.0979912	-0.484244
0.482453	0.856701	-0.0337847
0.349332	0.861547	0.316003
-0.840835	0.298418	-0.412871
0.891055	0.372961	0.18328
-0.949615	0.235427	-0.0581028
-0.874342	0.0552803	-0.441622
-0.838095	-0.156916	-0.488201
0.129852	0.799758	0.556553
0.932879	-0.269031	-0.165601
0.443324	0.263329	0.837565
0.977712	-0.0550404	0.106311
0.51717	-0.0689434	0.834845
0.848351	-0.231291	0.44337
0.942583	-0.0621327	0.278278
0.891611	-0.315135	-0.274909
0.305557	0.490016	0.793484
0.958548	-0.218217	-0.0623958
-0.471906	0.808304	-0.287477
-0.766306	0.483803	-0.36466
-0.251807	0.0820734	-0.948217
-0.596899	0.308014	-0.717353
-0.00231982	0.558666	-0.810379
-0.632937	0.300794	-0.689343
-0.768881	0.342309	-0.506272
0.175326	0.854516	-0.452868
-0.902545	0.14578	-0.351049
0.893281	0.133447	0.391379
-0.980121	0.00383955	-0.0576087
-0.236792	0.158895	0.940429
-0.573156	-0.473691	-0.644475
0.451709	-0.337616	0.806397
0.477278	-0.443149	0.738061
0.886193	-0.18786	0.385817
0.940291	-0.203733	-0.210986
0.907793	-0.293707	-0.244692
0.865922	-0.405787	0.234499
0.656164	-0.225859	0.698343
0.970174	-0.11284	-0.126749
0.921061	-0.34458	0.0490598
0.890612	-0.344156	-0.242552
-0.259089	0.837361	-0.44453
-0.390959	0.828869	-0.349405
-0.548863	0.41409	-0.703471
0.250532	0.892787	-0.329947
-0.620897	0.387911	-0.655446
-0.541623	0.796401	0.175541
-0.721147	0.216634	-0.628581
0.84968	-0.0847054	-0.489965
-0.691222	-0.620369	0.324193
-0.701858	-0.556457	-0.406528
-0.202356	-0.821561	-0.503458
0.101343	-0.340668	0.916958
-0.81933	-0.364853	-0.40242
-0.29513	-0.455159	0.819694
0.118501	-0.737723	0.640418
0.143821	-0.294707	0.926771
0.694784	-0.612421	0.334922
0.908464	-0.286332	0.249785
0.411348	-0.460456	0.76625
0.727975	-0.663068	-0.0285348
0.868949	-0.438363	0.151256
0.807547	-0.548469	-0.131949
-0.574201	0.638112	-0.473852
-0.630053	0.684001	-0.312728
-0.307173	0.931345	-0.0519591
-0.792538	0.400731	-0.405482
0.162569	0.255347	0.936602
-0.87536	0.346326	-0.206627
-0.112978	0.915468	0.333223
0.358564	0.911298	0.0942324
0.749136	-0.627585	-0.122585
0.212272	-0.714083	0.643472
-0.460348	-0.426208	0.756258
0.495997	-0.830351	-0.185901
-0.129693	-0.838172	0.499288
-0.121554	-0.91325	0.346223
-0.0829929	-0.750873	0.630919
-0.609668	-0.510679	0.574937
-0.0362206	-0.841305	0.509517
0.308221	-0.863281	0.358996
0.900586	-0.217443	-0.334662
0.744519	-0.549203	0.336872
0.837354	-0.518681	0.0160235
0.731319	-0.653845	0.0897507
-0.71867	0.60246	-0.286192
-0.0647018	0.972703	0.107113
-0.763083	0.461177	-0.400892
-0.827803	0.393815	-0.319195
-0.856677	0.434324	-0.186219
-0.910805	0.0149552	-0.365343
-0.518501	-0.469485	0.691545
-0.492555	0.131682	0.831266
-0.244241	-0.91504	-0.267719
-0.131824	-0.48886	0.84348
-0.813259	-0.445293	0.320658
-0.232875	-0.725746	0.621323
0.580827	-0.765163	-0.218109
-0.674644	-0.67704	-0.233469
-0.69944	-0.671903	-0.155027
0.261982	-0.627618	0.711148
-0.0813133	-0.632114	0.748305
-0.869799	-0.370008	0.260088
-0.579969	-0.759718	0.228382
0.611332	-0.695593	0.335065
0.259293	-0.324645	0.889753
