-0.94222	-0.191236	-0.186183
-0.926072	0.0369519	-0.318632
-0.941279	-0.00097874	-0.272236
-0.915478	0.12599	-0.326822
-0.950537	-0.132965	-0.194453
-0.913242	0.12962	-0.331661
-0.945812	-0.0377004	-0.252889
-0.951698	-0.0921717	-0.212778
-0.929339	0.0494092	-0.307288
-0.937473	0.0272611	-0.283382
-0.909948	0.131113	-0.339942
-0.923296	0.0594772	-0.323082
-0.922421	0.0706308	-0.323463
-0.90719	0.141132	-0.343423
-0.917593	0.12358	-0.321722
-0.897434	0.163364	-0.358936
-0.916109	0.152307	-0.313513
-0.904326	0.17487	-0.335382
-0.928233	0.193275	-0.246556
-0.908532	0.178998	-0.321557
-0.921062	0.180831	-0.282085
-0.900364	0.192248	-0.336594
-0.908796	0.20717	-0.303353
-0.899187	0.190916	-0.340484
-0.915677	0.228263	-0.265019
-0.901029	0.195578	-0.332898
-0.915706	0.235131	-0.259125
-0.895018	0.203176	-0.344367
-0.905035	0.226344	-0.301
-0.886829	0.193026	-0.370421
-0.897167	0.247843	-0.307399
-0.890507	0.213148	-0.350038
-0.894478	0.164961	-0.365484
-0.887037	0.223349	-0.352413
-0.887164	0.213612	-0.358142
-0.876455	0.191095	-0.39532
-0.868918	0.229128	-0.391669
-0.885473	0.206629	-0.366395
-0.929285	-0.264988	-0.15716
-0.945646	-0.184212	-0.175146
-0.91718	-0.314622	-0.134951
-0.948477	-0.0920693	-0.227463
-0.916264	-0.323495	-0.118483
-0.939992	-0.228452	-0.151274
-0.95768	-0.109049	-0.172443
-0.963056	-0.0783192	-0.157237
-0.954959	-0.162141	-0.141777
-0.956057	0.00255943	-0.212593
-0.962878	-0.0149331	-0.176886
-0.954856	0.0576574	-0.209928
-0.943386	0.122937	-0.233132
-0.938466	0.125129	-0.251581
-0.952748	0.108552	-0.197481
-0.935232	0.153237	-0.247756
-0.951493	0.111007	-0.202407
-0.950021	0.120249	-0.20403
-0.942523	0.171873	-0.199245
-0.940536	0.170083	-0.21315
-0.935271	0.199541	-0.20966
-0.930966	0.211639	-0.219806
-0.930131	0.212294	-0.222551
-0.916052	0.216294	-0.273393
-0.930572	0.216973	-0.215282
-0.926042	0.224611	-0.229554
-0.925906	0.230829	-0.223266
-0.899134	0.210525	-0.328856
-0.916451	0.231766	-0.259583
-0.895029	0.220027	-0.333876
-0.901342	0.228051	-0.310773
-0.902625	0.235558	-0.301123
-0.882952	0.238143	-0.352939
-0.886643	0.231698	-0.347967
-0.878078	0.236686	-0.365923
-0.875964	0.217747	-0.382386
-0.888564	0.274818	-0.309394
-0.882293	0.25684	-0.341369
-0.862068	-0.455474	-0.0882991
-0.885943	-0.404173	-0.102143
-0.83995	-0.497928	-0.0710648
-0.87076	-0.439368	-0.0857397
-0.934287	-0.259945	-0.134298
-0.952655	-0.151955	-0.167897
-0.947697	-0.207209	-0.12981
-0.935887	-0.262142	-0.115774
-0.961338	-0.106441	-0.149312
-0.963332	-0.0569112	-0.165359
-0.962808	-0.0864196	-0.152763
-0.96476	-0.0223006	-0.164825
-0.963201	0.00906893	-0.174402
-0.95785	0.0618078	-0.19339
-0.961665	0.0473994	-0.176574
-0.961051	0.0542691	-0.177307
-0.963174	0.0285924	-0.171456
-0.951101	0.128561	-0.191289
-0.950123	0.133296	-0.191674
-0.942587	0.172316	-0.19836
-0.940973	0.179148	-0.198695
-0.935235	0.201502	-0.207804
-0.932709	0.20939	-0.212958
-0.927597	0.22033	-0.226297
-0.93134	0.212716	-0.21587
-0.928759	0.221875	-0.218563
-0.925302	0.233615	-0.222581
-0.920695	0.231014	-0.244882
-0.917129	0.24158	-0.247853
-0.914496	0.25008	-0.249053
-0.897427	0.249844	-0.304975
-0.909828	0.268874	-0.246371
-0.898607	0.262714	-0.290425
-0.888502	0.247261	-0.332066
-0.901153	0.279957	-0.26506
-0.896631	0.270657	-0.28897
-0.900019	0.30275	-0.242946
-0.880041	0.246055	-0.354851
-0.757868	-0.619164	-0.0297438
-0.825925	-0.522226	-0.0616225
-0.763478	-0.612006	-0.0289048
-0.814326	-0.541037	-0.0490248
-0.894959	-0.386173	-0.0881605
-0.840737	-0.497834	-0.0551834
-0.908366	-0.351223	-0.0910936
-0.894131	-0.388866	-0.0840775
-0.928453	-0.290338	-0.105556
-0.956593	-0.153094	-0.139823
-0.948596	-0.201923	-0.12923
-0.956463	-0.152692	-0.137935
-0.962864	-0.0853022	-0.152514
-0.964145	-0.021089	-0.165447
-0.964521	-0.00691345	-0.165118
-0.963242	0.0207581	-0.169851
-0.962445	0.0348961	-0.171761
-0.957449	0.0889533	-0.180004
-0.948145	0.152195	-0.19064
-0.954032	0.115807	-0.185338
-0.943686	0.172391	-0.195189
-0.935683	0.200018	-0.207032
-0.932964	0.210023	-0.211417
-0.929732	0.219121	-0.217589
-0.929059	0.218019	-0.220441
-0.926962	0.225468	-0.222738
-0.923226	0.237525	-0.226475
-0.92364	0.236247	-0.227815
-0.919912	0.251543	-0.226365
-0.913	0.251272	-0.253261
-0.910936	0.274195	-0.236036
-0.907574	0.285164	-0.235866
-0.906441	0.270884	-0.256416
-0.90288	0.304896	-0.229205
-0.900101	0.281644	-0.266653
-0.892322	0.278459	-0.29474
-0.90239	0.30749	-0.227509
-0.891832	0.288293	-0.286877
-0.672319	-0.711816	0.00682858
-0.715583	-0.668045	-0.00948484
-0.684349	-0.700137	0.00380319
-0.708176	-0.676066	-0.00510842
-0.816981	-0.537085	-0.0440639
-0.710957	-0.672808	-0.00353151
-0.833819	-0.509147	-0.0493611
